method,topic,n,accuracy,c2w_flip_rate
pac_math_cross_stage_support,counting_&_probability,76,0.47368421052631576,0.05263157894736842
pac_math_cross_stage_support,geometry,82,0.4268292682926829,0.10256410256410256
pac_math_cross_stage_support,intermediate_algebra,194,0.34536082474226804,0.04285714285714286
pac_math_cross_stage_support,number_theory,124,0.45161290322580644,0.034482758620689655
pac_math_cross_stage_support,prealgebra,164,0.5060975609756098,0.011904761904761904
pac_math_cross_stage_support,precalculus,112,0.2767857142857143,0.0
pac_math_independent_only,algebra,248,0.3870967741935484,0.13513513513513514
pac_math_independent_only,counting_&_probability,76,0.4473684210526316,0.10526315789473684
pac_math_independent_only,geometry,82,0.4268292682926829,0.10256410256410256
pac_math_independent_only,intermediate_algebra,194,0.30927835051546393,0.14285714285714285
pac_math_independent_only,number_theory,124,0.43548387096774194,0.06896551724137931
pac_math_independent_only,prealgebra,164,0.5,0.023809523809523808
pac_math_independent_only,precalculus,112,0.25892857142857145,0.06451612903225806
pac_math_pair_topic_stage,algebra,248,0.8346774193548387,0.009009009009009009
pac_math_pair_topic_stage,counting_&_probability,76,0.7631578947368421,0.05263157894736842
pac_math_pair_topic_stage,geometry,82,0.5,0.10256410256410256
pac_math_pair_topic_stage,intermediate_algebra,194,0.5360824742268041,0.04285714285714286
pac_math_pair_topic_stage,number_theory,124,0.7903225806451613,0.017241379310344827
pac_math_pair_topic_stage,prealgebra,164,0.7987804878048781,0.011904761904761904
pac_math_pair_topic_stage,precalculus,112,0.5089285714285714,0.06451612903225806
pac_math_pair_topic_stage_guard,algebra,248,0.8346774193548387,0.009009009009009009
pac_math_pair_topic_stage_guard,counting_&_probability,76,0.7631578947368421,0.05263157894736842
pac_math_pair_topic_stage_guard,geometry,82,0.5,0.10256410256410256
pac_math_pair_topic_stage_guard,intermediate_algebra,194,0.5360824742268041,0.04285714285714286
pac_math_pair_topic_stage_guard,number_theory,124,0.7903225806451613,0.017241379310344827
pac_math_pair_topic_stage_guard,prealgebra,164,0.7987804878048781,0.011904761904761904
pac_math_pair_topic_stage_guard,precalculus,112,0.5089285714285714,0.06451612903225806
pac_math_pair_topic_stage_support_sum,algebra,248,0.8104838709677419,0.009009009009009009
pac_math_pair_topic_stage_support_sum,counting_&_probability,76,0.6578947368421053,0.05263157894736842
pac_math_pair_topic_stage_support_sum,geometry,82,0.47560975609756095,0.10256410256410256
pac_math_pair_topic_stage_support_sum,intermediate_algebra,194,0.520618556701031,0.04285714285714286
pac_math_pair_topic_stage_support_sum,number_theory,124,0.6854838709677419,0.034482758620689655
pac_math_pair_topic_stage_support_sum,prealgebra,164,0.7926829268292683,0.011904761904761904
pac_math_pair_topic_stage_support_sum,precalculus,112,0.5,0.03225806451612903
pac_math_router_accuracy,algebra,248,0.8387096774193549,0.009009009009009009
pac_math_router_accuracy,counting_&_probability,76,0.7631578947368421,0.05263157894736842
pac_math_router_accuracy,geometry,82,0.5,0.10256410256410256
pac_math_router_accuracy,intermediate_algebra,194,0.5360824742268041,0.04285714285714286
pac_math_router_accuracy,number_theory,124,0.7903225806451613,0.017241379310344827
pac_math_router_accuracy,prealgebra,164,0.7987804878048781,0.011904761904761904
pac_math_router_accuracy,precalculus,112,0.5089285714285714,0.06451612903225806
pac_math_router_balanced,algebra,248,0.8387096774193549,0.009009009009009009
pac_math_router_balanced,counting_&_probability,76,0.7631578947368421,0.05263157894736842
pac_math_router_balanced,geometry,82,0.5,0.10256410256410256
pac_math_router_balanced,intermediate_algebra,194,0.5360824742268041,0.04285714285714286
pac_math_router_balanced,number_theory,124,0.7903225806451613,0.017241379310344827
pac_math_router_balanced,prealgebra,164,0.7987804878048781,0.011904761904761904
pac_math_router_balanced,precalculus,112,0.5089285714285714,0.06451612903225806
pac_math_router_safety,algebra,248,0.8266129032258065,0.009009009009009009
pac_math_router_safety,counting_&_probability,76,0.75,0.05263157894736842
pac_math_router_safety,geometry,82,0.47560975609756095,0.10256410256410256
pac_math_router_safety,intermediate_algebra,194,0.5309278350515464,0.04285714285714286
pac_math_router_safety,number_theory,124,0.7419354838709677,0.017241379310344827
pac_math_router_safety,prealgebra,164,0.7987804878048781,0.011904761904761904
pac_math_router_safety,precalculus,112,0.5,0.06451612903225806
pac_math_safety_first,algebra,248,0.8346774193548387,0.009009009009009009
pac_math_safety_first,counting_&_probability,76,0.7105263157894737,0.05263157894736842
pac_math_safety_first,geometry,82,0.47560975609756095,0.10256410256410256
pac_math_safety_first,intermediate_algebra,194,0.5360824742268041,0.04285714285714286
pac_math_safety_first,number_theory,124,0.7419354838709677,0.017241379310344827
pac_math_safety_first,prealgebra,164,0.7987804878048781,0.011904761904761904
pac_math_safety_first,precalculus,112,0.5089285714285714,0.06451612903225806
pac_math_stage_gate,algebra,248,0.8346774193548387,0.009009009009009009
pac_math_stage_gate,counting_&_probability,76,0.7631578947368421,0.05263157894736842
pac_math_stage_gate,geometry,82,0.5,0.10256410256410256
pac_math_stage_gate,intermediate_algebra,194,0.5360824742268041,0.04285714285714286
pac_math_stage_gate,number_theory,124,0.7903225806451613,0.017241379310344827
pac_math_stage_gate,prealgebra,164,0.7987804878048781,0.011904761904761904
pac_math_stage_gate,precalculus,112,0.5089285714285714,0.06451612903225806
pac_math_utility,algebra,248,0.8346774193548387,0.009009009009009009
pac_math_utility,counting_&_probability,76,0.7105263157894737,0.05263157894736842
pac_math_utility,geometry,82,0.47560975609756095,0.10256410256410256
pac_math_utility,intermediate_algebra,194,0.5360824742268041,0.04285714285714286
pac_math_utility,number_theory,124,0.7903225806451613,0.017241379310344827
pac_math_utility,prealgebra,164,0.7987804878048781,0.011904761904761904
pac_math_utility,precalculus,112,0.5089285714285714,0.06451612903225806
single_A,algebra,248,0.3225806451612903,0.27927927927927926
single_A,counting_&_probability,76,0.3684210526315789,0.2631578947368421
single_A,geometry,82,0.35365853658536583,0.2564102564102564
single_A,intermediate_algebra,194,0.24742268041237114,0.3142857142857143
single_A,number_theory,124,0.3064516129032258,0.3448275862068966
single_A,prealgebra,164,0.3780487804878049,0.2619047619047619
single_A,precalculus,112,0.20535714285714285,0.25806451612903225
single_B,algebra,248,0.31451612903225806,0.2972972972972973
single_B,counting_&_probability,76,0.3684210526315789,0.2631578947368421
single_B,geometry,82,0.34146341463414637,0.28205128205128205
single_B,intermediate_algebra,194,0.24742268041237114,0.3142857142857143
single_B,number_theory,124,0.3064516129032258,0.3448275862068966
single_B,prealgebra,164,0.38414634146341464,0.25
single_B,precalculus,112,0.19642857142857142,0.2903225806451613
stateless_debate,algebra,248,0.8387096774193549,0.05405405405405406
stateless_debate,counting_&_probability,76,0.75,0.05263157894736842
stateless_debate,geometry,82,0.4878048780487805,0.1282051282051282
stateless_debate,intermediate_algebra,194,0.5257731958762887,0.05714285714285714
stateless_debate,number_theory,124,0.7338709677419355,0.017241379310344827
stateless_debate,prealgebra,164,0.75,0.05952380952380952
stateless_debate,precalculus,112,0.4732142857142857,0.12903225806451613
