method,topic,n,accuracy,c2w_flip_rate
overall_reliability,prealgebra,164,0.5,0.07575757575757576
overall_reliability,precalculus,112,0.22321428571428573,0.16666666666666666
pac_math_accuracy_first,algebra,248,0.532258064516129,0.21875
pac_math_accuracy_first,counting_&_probability,76,0.4342105263157895,0.1935483870967742
pac_math_accuracy_first,geometry,82,0.32926829268292684,0.25
pac_math_accuracy_first,intermediate_algebra,194,0.26804123711340205,0.3157894736842105
pac_math_accuracy_first,number_theory,124,0.47580645161290325,0.225
pac_math_accuracy_first,prealgebra,164,0.5,0.07575757575757576
pac_math_accuracy_first,precalculus,112,0.22321428571428573,0.16666666666666666
pac_math_adaptive_accuracy,algebra,248,0.5282258064516129,0.23958333333333334
pac_math_adaptive_accuracy,counting_&_probability,76,0.4605263157894737,0.1935483870967742
pac_math_adaptive_accuracy,geometry,82,0.34146341463414637,0.2916666666666667
pac_math_adaptive_accuracy,intermediate_algebra,194,0.29381443298969073,0.2631578947368421
pac_math_adaptive_accuracy,number_theory,124,0.5,0.225
pac_math_adaptive_accuracy,prealgebra,164,0.524390243902439,0.09090909090909091
pac_math_adaptive_accuracy,precalculus,112,0.21428571428571427,0.16666666666666666
pac_math_adaptive_learned,algebra,248,0.5282258064516129,0.23958333333333334
pac_math_adaptive_learned,counting_&_probability,76,0.4605263157894737,0.1935483870967742
pac_math_adaptive_learned,geometry,82,0.34146341463414637,0.2916666666666667
pac_math_adaptive_learned,intermediate_algebra,194,0.29381443298969073,0.2631578947368421
pac_math_adaptive_learned,number_theory,124,0.5,0.225
pac_math_adaptive_learned,prealgebra,164,0.524390243902439,0.09090909090909091
pac_math_adaptive_learned,precalculus,112,0.21428571428571427,0.16666666666666666
pac_math_adaptive_safety,algebra,248,0.5282258064516129,0.23958333333333334
pac_math_adaptive_safety,counting_&_probability,76,0.4605263157894737,0.1935483870967742
pac_math_adaptive_safety,geometry,82,0.34146341463414637,0.2916666666666667
pac_math_adaptive_safety,intermediate_algebra,194,0.29381443298969073,0.2631578947368421
pac_math_adaptive_safety,number_theory,124,0.5,0.225
pac_math_adaptive_safety,prealgebra,164,0.524390243902439,0.09090909090909091
pac_math_adaptive_safety,precalculus,112,0.21428571428571427,0.16666666666666666
pac_math_anchor_gate,algebra,248,0.29435483870967744,0.23958333333333334
pac_math_anchor_gate,counting_&_probability,76,0.34210526315789475,0.16129032258064516
pac_math_anchor_gate,geometry,82,0.24390243902439024,0.16666666666666666
pac_math_anchor_gate,intermediate_algebra,194,0.22164948453608246,0.24561403508771928
pac_math_anchor_gate,number_theory,124,0.25806451612903225,0.2
pac_math_anchor_gate,prealgebra,164,0.3597560975609756,0.10606060606060606
pac_math_anchor_gate,precalculus,112,0.1875,0.125
pac_math_cross_agent_anchor_gate,algebra,248,0.39919354838709675,0.21875
pac_math_cross_agent_anchor_gate,counting_&_probability,76,0.3815789473684211,0.12903225806451613
pac_math_cross_agent_anchor_gate,geometry,82,0.2926829268292683,0.16666666666666666
pac_math_cross_agent_anchor_gate,intermediate_algebra,194,0.2422680412371134,0.2807017543859649
pac_math_cross_agent_anchor_gate,number_theory,124,0.33064516129032256,0.2
pac_math_cross_agent_anchor_gate,prealgebra,164,0.4146341463414634,0.12121212121212122
pac_math_cross_agent_anchor_gate,precalculus,112,0.16964285714285715,0.20833333333333334
pac_math_cross_stage_support,algebra,248,0.3185483870967742,0.17708333333333334
pac_math_cross_stage_support,counting_&_probability,76,0.34210526315789475,0.16129032258064516
pac_math_cross_stage_support,geometry,82,0.23170731707317074,0.20833333333333334
pac_math_cross_stage_support,intermediate_algebra,194,0.21649484536082475,0.2631578947368421
pac_math_cross_stage_support,number_theory,124,0.2661290322580645,0.175
pac_math_cross_stage_support,prealgebra,164,0.35365853658536583,0.12121212121212122
pac_math_cross_stage_support,precalculus,112,0.19642857142857142,0.08333333333333333
pac_math_independent_only,algebra,248,0.25,0.3541666666666667
pac_math_independent_only,counting_&_probability,76,0.3026315789473684,0.25806451612903225
pac_math_independent_only,geometry,82,0.24390243902439024,0.16666666666666666
pac_math_independent_only,intermediate_algebra,194,0.20618556701030927,0.2982456140350877
pac_math_independent_only,number_theory,124,0.1935483870967742,0.4
pac_math_independent_only,prealgebra,164,0.27439024390243905,0.3181818181818182
pac_math_independent_only,precalculus,112,0.125,0.4166666666666667
pac_math_pair_topic_stage,algebra,248,0.532258064516129,0.21875
pac_math_pair_topic_stage,counting_&_probability,76,0.4342105263157895,0.1935483870967742
pac_math_pair_topic_stage,geometry,82,0.32926829268292684,0.25
pac_math_pair_topic_stage,intermediate_algebra,194,0.26804123711340205,0.3157894736842105
pac_math_pair_topic_stage,number_theory,124,0.47580645161290325,0.225
pac_math_pair_topic_stage,prealgebra,164,0.5,0.07575757575757576
pac_math_pair_topic_stage,precalculus,112,0.22321428571428573,0.16666666666666666
pac_math_pair_topic_stage_guard,algebra,248,0.532258064516129,0.21875
pac_math_pair_topic_stage_guard,counting_&_probability,76,0.4342105263157895,0.1935483870967742
pac_math_pair_topic_stage_guard,geometry,82,0.32926829268292684,0.25
pac_math_pair_topic_stage_guard,intermediate_algebra,194,0.26804123711340205,0.3157894736842105
pac_math_pair_topic_stage_guard,number_theory,124,0.47580645161290325,0.225
pac_math_pair_topic_stage_guard,prealgebra,164,0.5,0.07575757575757576
pac_math_pair_topic_stage_guard,precalculus,112,0.22321428571428573,0.16666666666666666
pac_math_pair_topic_stage_support_sum,algebra,248,0.45161290322580644,0.17708333333333334
pac_math_pair_topic_stage_support_sum,counting_&_probability,76,0.3684210526315789,0.16129032258064516
pac_math_pair_topic_stage_support_sum,geometry,82,0.2804878048780488,0.20833333333333334
pac_math_pair_topic_stage_support_sum,intermediate_algebra,194,0.25773195876288657,0.2631578947368421
pac_math_pair_topic_stage_support_sum,number_theory,124,0.3951612903225806,0.175
pac_math_pair_topic_stage_support_sum,prealgebra,164,0.4268292682926829,0.12121212121212122
pac_math_pair_topic_stage_support_sum,precalculus,112,0.19642857142857142,0.16666666666666666
pac_math_router_accuracy,algebra,248,0.532258064516129,0.21875
pac_math_router_accuracy,counting_&_probability,76,0.4342105263157895,0.1935483870967742
pac_math_router_accuracy,geometry,82,0.32926829268292684,0.25
pac_math_router_accuracy,intermediate_algebra,194,0.25257731958762886,0.3157894736842105
pac_math_router_accuracy,number_theory,124,0.47580645161290325,0.225
pac_math_router_accuracy,prealgebra,164,0.5,0.07575757575757576
pac_math_router_accuracy,precalculus,112,0.23214285714285715,0.125
pac_math_router_balanced,algebra,248,0.5282258064516129,0.21875
pac_math_router_balanced,counting_&_probability,76,0.4342105263157895,0.1935483870967742
pac_math_router_balanced,geometry,82,0.35365853658536583,0.25
pac_math_router_balanced,intermediate_algebra,194,0.25257731958762886,0.3157894736842105
pac_math_router_balanced,number_theory,124,0.47580645161290325,0.225
pac_math_router_balanced,prealgebra,164,0.5060975609756098,0.07575757575757576
pac_math_router_balanced,precalculus,112,0.23214285714285715,0.125
pac_math_router_safety,algebra,248,0.5080645161290323,0.17708333333333334
pac_math_router_safety,counting_&_probability,76,0.3684210526315789,0.16129032258064516
pac_math_router_safety,geometry,82,0.2804878048780488,0.20833333333333334
pac_math_router_safety,intermediate_algebra,194,0.26804123711340205,0.2631578947368421
pac_math_router_safety,number_theory,124,0.45161290322580644,0.175
pac_math_router_safety,prealgebra,164,0.45121951219512196,0.07575757575757576
pac_math_router_safety,precalculus,112,0.20535714285714285,0.125
pac_math_safety_first,algebra,248,0.5040322580645161,0.20833333333333334
pac_math_safety_first,counting_&_probability,76,0.4605263157894737,0.12903225806451613
pac_math_safety_first,geometry,82,0.32926829268292684,0.25
pac_math_safety_first,intermediate_algebra,194,0.25257731958762886,0.3157894736842105
pac_math_safety_first,number_theory,124,0.4274193548387097,0.25
pac_math_safety_first,prealgebra,164,0.4634146341463415,0.13636363636363635
pac_math_safety_first,precalculus,112,0.1875,0.20833333333333334
pac_math_stage_gate,algebra,248,0.532258064516129,0.21875
pac_math_stage_gate,counting_&_probability,76,0.4342105263157895,0.1935483870967742
pac_math_stage_gate,geometry,82,0.32926829268292684,0.25
pac_math_stage_gate,intermediate_algebra,194,0.26804123711340205,0.3157894736842105
pac_math_stage_gate,number_theory,124,0.47580645161290325,0.225
pac_math_stage_gate,prealgebra,164,0.5,0.07575757575757576
pac_math_stage_gate,precalculus,112,0.22321428571428573,0.16666666666666666
pac_math_utility,algebra,248,0.532258064516129,0.21875
pac_math_utility,counting_&_probability,76,0.4342105263157895,0.1935483870967742
pac_math_utility,geometry,82,0.32926829268292684,0.25
pac_math_utility,intermediate_algebra,194,0.26804123711340205,0.3157894736842105
pac_math_utility,number_theory,124,0.47580645161290325,0.225
pac_math_utility,prealgebra,164,0.5,0.07575757575757576
pac_math_utility,precalculus,112,0.22321428571428573,0.16666666666666666
single_A,algebra,248,0.24193548387096775,0.375
single_A,counting_&_probability,76,0.2631578947368421,0.3548387096774194
single_A,geometry,82,0.21951219512195122,0.25
single_A,intermediate_algebra,194,0.19072164948453607,0.3508771929824561
single_A,number_theory,124,0.20967741935483872,0.35
single_A,prealgebra,164,0.31097560975609756,0.22727272727272727
single_A,precalculus,112,0.14285714285714285,0.3333333333333333
single_B,algebra,248,0.24193548387096775,0.375
single_B,counting_&_probability,76,0.27631578947368424,0.3225806451612903
single_B,geometry,82,0.21951219512195122,0.25
single_B,intermediate_algebra,194,0.19072164948453607,0.3508771929824561
single_B,number_theory,124,0.20967741935483872,0.35
single_B,prealgebra,164,0.3170731707317073,0.21212121212121213
single_B,precalculus,112,0.14285714285714285,0.3333333333333333
stateless_debate,algebra,248,0.4798387096774194,0.2604166666666667
stateless_debate,counting_&_probability,76,0.40789473684210525,0.1935483870967742
stateless_debate,geometry,82,0.3170731707317073,0.20833333333333334
stateless_debate,intermediate_algebra,194,0.25773195876288657,0.3157894736842105
stateless_debate,number_theory,124,0.4838709677419355,0.2
stateless_debate,prealgebra,164,0.4817073170731707,0.12121212121212122
stateless_debate,precalculus,112,0.1875,0.20833333333333334
